insuranceId:ID(InsurancePlan),source_db,plan_number,plan_name,plan_type,carrier_name,:LABEL
RADH:103175,RADH,103175,OSCAR MCDASSIGN,MCDASSIGN,OSCAR,InsurancePlan
RADU:103184,RADU,103184,CIGNA MCRASSIGN,MCRASSIGN,CIGNA,InsurancePlan
RADC:103191,RADC,103191,MEDICAID COMM,COMM,MEDICAID,InsurancePlan
PXP:103199,PXP,103199,UNITED POS,POS,UNITED,InsurancePlan
CRC:103200,CRC,103200,HUMANA MCRASSIGN,MCRASSIGN,HUMANA,InsurancePlan
RADZ:103202,RADZ,103202,UNITED COMM,COMM,UNITED,InsurancePlan
RADF:103208,RADF,103208,COMMERCIAL EPO,EPO,COMMERCIAL,InsurancePlan
MRB:103216,MRB,103216,MEDICAID POS,POS,MEDICAID,InsurancePlan
RADH:103225,RADH,103225,AETNA HMO,HMO,AETNA,InsurancePlan
RADA:103231,RADA,103231,AETNA HMO,HMO,AETNA,InsurancePlan
NRAA:103240,NRAA,103240,COMMERCIAL MCRASSIGN,MCRASSIGN,COMMERCIAL,InsurancePlan
RADH:103247,RADH,103247,BRIGHT HEALTH HDHP,HDHP,BRIGHT HEALTH,InsurancePlan
RADQ:103252,RADQ,103252,BCBS TPA,TPA,BCBS,InsurancePlan
CRC:103260,CRC,103260,COMMERCIAL POS,POS,COMMERCIAL,InsurancePlan
NRAA:103268,NRAA,103268,AETNA MCRASSIGN,MCRASSIGN,AETNA,InsurancePlan
IAI:103277,IAI,103277,CIGNA HMO,HMO,CIGNA,InsurancePlan
RADX:103278,RADX,103278,BCBS PPO,PPO,BCBS,InsurancePlan
RADR:103279,RADR,103279,COMMERCIAL HDHP,HDHP,COMMERCIAL,InsurancePlan
RADR:103284,RADR,103284,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
RADN:103286,RADN,103286,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
SAPA:103294,SAPA,103294,MEDICAID POS,POS,MEDICAID,InsurancePlan
RADL:103303,RADL,103303,CIGNA MCRASSIGN,MCRASSIGN,CIGNA,InsurancePlan
WRAD:103311,WRAD,103311,AETNA EPO,EPO,AETNA,InsurancePlan
RADS:103314,RADS,103314,UNITED MCRASSIGN,MCRASSIGN,UNITED,InsurancePlan
RADA:103316,RADA,103316,COMMERCIAL INDEMNITY,INDEMNITY,COMMERCIAL,InsurancePlan
NRA:103319,NRA,103319,AETNA COMM,COMM,AETNA,InsurancePlan
CRC:103328,CRC,103328,HUMANA PPO,PPO,HUMANA,InsurancePlan
MRB:103336,MRB,103336,MEDICARE POS,POS,MEDICARE,InsurancePlan
WRAD:103344,WRAD,103344,BCBS HDHP,HDHP,BCBS,InsurancePlan
RADN:103348,RADN,103348,COMMERCIAL EPO,EPO,COMMERCIAL,InsurancePlan
RADY:103351,RADY,103351,BCBS COMM,COMM,BCBS,InsurancePlan
RADC:103354,RADC,103354,MOLINA HMO,HMO,MOLINA,InsurancePlan
ACRB:103355,ACRB,103355,AETNA COMM,COMM,AETNA,InsurancePlan
MRB:103357,MRB,103357,UNITED POS,POS,UNITED,InsurancePlan
RADE:103364,RADE,103364,CIGNA POS,POS,CIGNA,InsurancePlan
MRB:103365,MRB,103365,BCBS POS,POS,BCBS,InsurancePlan
PMR:103367,PMR,103367,HUMANA TPA,TPA,HUMANA,InsurancePlan
RADS2:103368,RADS2,103368,MEDICAID COMM,COMM,MEDICAID,InsurancePlan
RADY:103373,RADY,103373,BCBS POS,POS,BCBS,InsurancePlan
PMR:103377,PMR,103377,AETNA INDEMNITY,INDEMNITY,AETNA,InsurancePlan
CRC:103378,CRC,103378,HUMANA HMO,HMO,HUMANA,InsurancePlan
GSIA:103384,GSIA,103384,CIGNA HDHP,HDHP,CIGNA,InsurancePlan
ACRB:103388,ACRB,103388,UNITED COMM,COMM,UNITED,InsurancePlan
SMED:103394,SMED,103394,HUMANA HMO,HMO,HUMANA,InsurancePlan
CIRPA:103401,CIRPA,103401,COMMERCIAL PPO,PPO,COMMERCIAL,InsurancePlan
RADI2:103409,RADI2,103409,OSCAR MCDASSIGN,MCDASSIGN,OSCAR,InsurancePlan
RADU:103412,RADU,103412,BCBS COMM,COMM,BCBS,InsurancePlan
RADS2:103416,RADS2,103416,AETNA TPA,TPA,AETNA,InsurancePlan
SMED:103421,SMED,103421,BCBS PPO,PPO,BCBS,InsurancePlan
RADB:103430,RADB,103430,MEDICAID MCDASSIGN,MCDASSIGN,MEDICAID,InsurancePlan
WRAD:103435,WRAD,103435,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
RADX:103443,RADX,103443,AETNA COMM,COMM,AETNA,InsurancePlan
SMED:103448,SMED,103448,MEDICARE HMO,HMO,MEDICARE,InsurancePlan
RADU:103452,RADU,103452,CIGNA COMM,COMM,CIGNA,InsurancePlan
GRH:103457,GRH,103457,AETNA HDHP,HDHP,AETNA,InsurancePlan
PMR:103462,PMR,103462,BCBS HMO,HMO,BCBS,InsurancePlan
RADF:103465,RADF,103465,MEDICARE PPO,PPO,MEDICARE,InsurancePlan
ACR:103468,ACR,103468,BCBS EPO,EPO,BCBS,InsurancePlan
RADT:103471,RADT,103471,BCBS POS,POS,BCBS,InsurancePlan
GSIA:103473,GSIA,103473,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
NRAA:103480,NRAA,103480,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
NRA:103486,NRA,103486,MEDICARE TPA,TPA,MEDICARE,InsurancePlan
RADL:103490,RADL,103490,CIGNA INDEMNITY,INDEMNITY,CIGNA,InsurancePlan
RADM:103499,RADM,103499,MEDICAID INDEMNITY,INDEMNITY,MEDICAID,InsurancePlan
RADI2:103502,RADI2,103502,CIGNA HDHP,HDHP,CIGNA,InsurancePlan
RADO:103505,RADO,103505,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
RADS:103510,RADS,103510,AETNA PPO,PPO,AETNA,InsurancePlan
RASFA:103511,RASFA,103511,MEDICARE HDHP,HDHP,MEDICARE,InsurancePlan
RADB:103512,RADB,103512,CIGNA HMO,HMO,CIGNA,InsurancePlan
ACR:103518,ACR,103518,MEDICARE POS,POS,MEDICARE,InsurancePlan
RADD:103524,RADD,103524,UNITED HDHP,HDHP,UNITED,InsurancePlan
SAPA:103528,SAPA,103528,COVENTRY TPA,TPA,COVENTRY,InsurancePlan
RADI:103532,RADI,103532,CIGNA INDEMNITY,INDEMNITY,CIGNA,InsurancePlan
RADL:103536,RADL,103536,MAGELLAN MCDASSIGN,MCDASSIGN,MAGELLAN,InsurancePlan
RADI2:103541,RADI2,103541,CIGNA HDHP,HDHP,CIGNA,InsurancePlan
RADU:103545,RADU,103545,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
RADA:103554,RADA,103554,MEDICAID TPA,TPA,MEDICAID,InsurancePlan
RADH:103560,RADH,103560,MEDICARE HMO,HMO,MEDICARE,InsurancePlan
RADI2:103561,RADI2,103561,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
RADL:103567,RADL,103567,COMMERCIAL TPA,TPA,COMMERCIAL,InsurancePlan
CRC:103569,CRC,103569,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
RADK:103574,RADK,103574,UNITED COMM,COMM,UNITED,InsurancePlan
RADL:103579,RADL,103579,BCBS HDHP,HDHP,BCBS,InsurancePlan
RADT:103584,RADT,103584,UNITED HDHP,HDHP,UNITED,InsurancePlan
RADY:103588,RADY,103588,HUMANA MCDASSIGN,MCDASSIGN,HUMANA,InsurancePlan
ACR:103590,ACR,103590,MEDICARE HMO,HMO,MEDICARE,InsurancePlan
WRAD:103594,WRAD,103594,BCBS HDHP,HDHP,BCBS,InsurancePlan
NRAA:103595,NRAA,103595,AETNA POS,POS,AETNA,InsurancePlan
RADJ:103600,RADJ,103600,CIGNA TPA,TPA,CIGNA,InsurancePlan
RADQ:103606,RADQ,103606,BCBS PPO,PPO,BCBS,InsurancePlan
RADA:103612,RADA,103612,MEDICARE EPO,EPO,MEDICARE,InsurancePlan
RADA:103614,RADA,103614,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
IAI:103623,IAI,103623,HUMANA COMM,COMM,HUMANA,InsurancePlan
RADB:103625,RADB,103625,AETNA MCRASSIGN,MCRASSIGN,AETNA,InsurancePlan
RADY:103633,RADY,103633,CIGNA PPO,PPO,CIGNA,InsurancePlan
RADX:103638,RADX,103638,MOLINA MCDASSIGN,MCDASSIGN,MOLINA,InsurancePlan
RADY:103647,RADY,103647,MEDICAID POS,POS,MEDICAID,InsurancePlan
RADS:103650,RADS,103650,AETNA EPO,EPO,AETNA,InsurancePlan
RADI:103656,RADI,103656,MEDICARE COMM,COMM,MEDICARE,InsurancePlan
RADY:103664,RADY,103664,MEDICARE MCRASSIGN,MCRASSIGN,MEDICARE,InsurancePlan
GSIA:103665,GSIA,103665,AETNA HMO,HMO,AETNA,InsurancePlan
NRAA:103673,NRAA,103673,AETNA HMO,HMO,AETNA,InsurancePlan
RADS2:103676,RADS2,103676,OSCAR EPO,EPO,OSCAR,InsurancePlan
GRH:103682,GRH,103682,COMMERCIAL EPO,EPO,COMMERCIAL,InsurancePlan
IAI:103684,IAI,103684,UNITED EPO,EPO,UNITED,InsurancePlan
ACR:103688,ACR,103688,MOLINA HDHP,HDHP,MOLINA,InsurancePlan
RADF:103697,RADF,103697,AETNA HDHP,HDHP,AETNA,InsurancePlan
RADI2:103702,RADI2,103702,TRICARE PPO,PPO,TRICARE,InsurancePlan
NRAA:103707,NRAA,103707,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
RADI2:103714,RADI2,103714,COMMERCIAL MCDASSIGN,MCDASSIGN,COMMERCIAL,InsurancePlan
ESR:103716,ESR,103716,MEDICAID MCDASSIGN,MCDASSIGN,MEDICAID,InsurancePlan
GSIA:103717,GSIA,103717,UNITED COMM,COMM,UNITED,InsurancePlan
IAI:103718,IAI,103718,HUMANA POS,POS,HUMANA,InsurancePlan
ESR:103719,ESR,103719,MEDICARE COMM,COMM,MEDICARE,InsurancePlan
IAI:103725,IAI,103725,MEDICARE HMO,HMO,MEDICARE,InsurancePlan
RADI:103732,RADI,103732,MEDICAID COMM,COMM,MEDICAID,InsurancePlan
NRA:103739,NRA,103739,CIGNA MCDASSIGN,MCDASSIGN,CIGNA,InsurancePlan
RADU:103740,RADU,103740,HUMANA POS,POS,HUMANA,InsurancePlan
RADZ:103748,RADZ,103748,OSCAR PPO,PPO,OSCAR,InsurancePlan
SMED:103752,SMED,103752,MEDICARE POS,POS,MEDICARE,InsurancePlan
RADR:103761,RADR,103761,MOLINA HDHP,HDHP,MOLINA,InsurancePlan
RADF:103770,RADF,103770,MEDICAID HMO,HMO,MEDICAID,InsurancePlan
RADM:103773,RADM,103773,MEDICARE INDEMNITY,INDEMNITY,MEDICARE,InsurancePlan
RADS:103776,RADS,103776,BCBS HDHP,HDHP,BCBS,InsurancePlan
RADY:103785,RADY,103785,UNITED TPA,TPA,UNITED,InsurancePlan
TRI:103787,TRI,103787,AETNA INDEMNITY,INDEMNITY,AETNA,InsurancePlan
RADH:103788,RADH,103788,COMMERCIAL COMM,COMM,COMMERCIAL,InsurancePlan
PMR:103792,PMR,103792,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
RADO:103795,RADO,103795,AMBETTER POS,POS,AMBETTER,InsurancePlan
NRAA:103797,NRAA,103797,UNITED TPA,TPA,UNITED,InsurancePlan
RADA:103798,RADA,103798,MEDICARE POS,POS,MEDICARE,InsurancePlan
RADF:103803,RADF,103803,BCBS TPA,TPA,BCBS,InsurancePlan
SMED:103806,SMED,103806,COMMERCIAL PPO,PPO,COMMERCIAL,InsurancePlan
RADD:103807,RADD,103807,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
RADO:103815,RADO,103815,HUMANA PPO,PPO,HUMANA,InsurancePlan
ESR:103819,ESR,103819,UNITED PPO,PPO,UNITED,InsurancePlan
RADT:103820,RADT,103820,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
RADO:103825,RADO,103825,CIGNA INDEMNITY,INDEMNITY,CIGNA,InsurancePlan
RADI:103828,RADI,103828,CIGNA MCDASSIGN,MCDASSIGN,CIGNA,InsurancePlan
RADC:103830,RADC,103830,COMMERCIAL INDEMNITY,INDEMNITY,COMMERCIAL,InsurancePlan
RADQ:103839,RADQ,103839,TRICARE EPO,EPO,TRICARE,InsurancePlan
RADI:103844,RADI,103844,MEDICARE PPO,PPO,MEDICARE,InsurancePlan
RADT:103853,RADT,103853,MEDICARE MCRASSIGN,MCRASSIGN,MEDICARE,InsurancePlan
RADJ:103858,RADJ,103858,MEDICAID TPA,TPA,MEDICAID,InsurancePlan
RADR:103864,RADR,103864,MEDICAID EPO,EPO,MEDICAID,InsurancePlan
RADL:103868,RADL,103868,UNITED PPO,PPO,UNITED,InsurancePlan
TRI:103872,TRI,103872,WELLCARE HMO,HMO,WELLCARE,InsurancePlan
RADN:103877,RADN,103877,CIGNA MCDASSIGN,MCDASSIGN,CIGNA,InsurancePlan
RADF:103879,RADF,103879,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
RADS2:103881,RADS2,103881,CIGNA POS,POS,CIGNA,InsurancePlan
RADS:103887,RADS,103887,BCBS EPO,EPO,BCBS,InsurancePlan
CRC:103892,CRC,103892,TRICARE INDEMNITY,INDEMNITY,TRICARE,InsurancePlan
ACRB:103895,ACRB,103895,BRIGHT HEALTH EPO,EPO,BRIGHT HEALTH,InsurancePlan
RADO:103902,RADO,103902,BCBS PPO,PPO,BCBS,InsurancePlan
RASFA:103906,RASFA,103906,COMMERCIAL PPO,PPO,COMMERCIAL,InsurancePlan
RADN:103909,RADN,103909,MEDICARE MCDASSIGN,MCDASSIGN,MEDICARE,InsurancePlan
RADP:103911,RADP,103911,MEDICARE MCDASSIGN,MCDASSIGN,MEDICARE,InsurancePlan
RADD:103918,RADD,103918,COMMERCIAL HMO,HMO,COMMERCIAL,InsurancePlan
ACR:103923,ACR,103923,BCBS HDHP,HDHP,BCBS,InsurancePlan
WRAD:103932,WRAD,103932,BCBS PPO,PPO,BCBS,InsurancePlan
RADE:103937,RADE,103937,CIGNA HMO,HMO,CIGNA,InsurancePlan
SMED:103939,SMED,103939,MEDICAID TPA,TPA,MEDICAID,InsurancePlan
RADL:103944,RADL,103944,BCBS COMM,COMM,BCBS,InsurancePlan
RADA:103950,RADA,103950,BCBS POS,POS,BCBS,InsurancePlan
IAI:103953,IAI,103953,AETNA COMM,COMM,AETNA,InsurancePlan
NRAA:103958,NRAA,103958,MEDICARE HMO,HMO,MEDICARE,InsurancePlan
RADT:103964,RADT,103964,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
CRC:103970,CRC,103970,AETNA PPO,PPO,AETNA,InsurancePlan
RADK:103974,RADK,103974,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
RADZ:103983,RADZ,103983,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
RADS:103984,RADS,103984,BCBS HMO,HMO,BCBS,InsurancePlan
RADE:103992,RADE,103992,CIGNA TPA,TPA,CIGNA,InsurancePlan
RADA:103998,RADA,103998,MEDICARE MCDASSIGN,MCDASSIGN,MEDICARE,InsurancePlan
NRA:104006,NRA,104006,AETNA COMM,COMM,AETNA,InsurancePlan
CRC:104009,CRC,104009,CIGNA HMO,HMO,CIGNA,InsurancePlan
RADR:104014,RADR,104014,UNITED HMO,HMO,UNITED,InsurancePlan
RADS:104020,RADS,104020,AETNA MCRASSIGN,MCRASSIGN,AETNA,InsurancePlan
RADZ:104029,RADZ,104029,CIGNA MCRASSIGN,MCRASSIGN,CIGNA,InsurancePlan
RADZ:104031,RADZ,104031,CIGNA POS,POS,CIGNA,InsurancePlan
GRH:104039,GRH,104039,UNITED MCRASSIGN,MCRASSIGN,UNITED,InsurancePlan
RADR:104046,RADR,104046,COMMERCIAL POS,POS,COMMERCIAL,InsurancePlan
RADO:104054,RADO,104054,BCBS PPO,PPO,BCBS,InsurancePlan
RADH:104057,RADH,104057,UNITED COMM,COMM,UNITED,InsurancePlan
SMED:104064,SMED,104064,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
ACR:104065,ACR,104065,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
NRA:104068,NRA,104068,MEDICARE TPA,TPA,MEDICARE,InsurancePlan
RADX:104075,RADX,104075,MEDICARE POS,POS,MEDICARE,InsurancePlan
MRB:104080,MRB,104080,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
RADJ:104082,RADJ,104082,MEDICARE INDEMNITY,INDEMNITY,MEDICARE,InsurancePlan
PMR:104085,PMR,104085,COMMERCIAL MCRASSIGN,MCRASSIGN,COMMERCIAL,InsurancePlan
GRH:104089,GRH,104089,MEDICARE TPA,TPA,MEDICARE,InsurancePlan
RADL:104098,RADL,104098,UNITED POS,POS,UNITED,InsurancePlan
RADD:104099,RADD,104099,MAGELLAN TPA,TPA,MAGELLAN,InsurancePlan
RADC:104105,RADC,104105,AETNA HMO,HMO,AETNA,InsurancePlan
RADL:104114,RADL,104114,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
RADI:104117,RADI,104117,MEDICAID EPO,EPO,MEDICAID,InsurancePlan
RADX:104118,RADX,104118,COMMERCIAL INDEMNITY,INDEMNITY,COMMERCIAL,InsurancePlan
SAPA:104125,SAPA,104125,TRICARE HDHP,HDHP,TRICARE,InsurancePlan
NRA:104134,NRA,104134,MEDICARE MCDASSIGN,MCDASSIGN,MEDICARE,InsurancePlan
NRA:104135,NRA,104135,BCBS HDHP,HDHP,BCBS,InsurancePlan
RADG:104141,RADG,104141,COMMERCIAL MCRASSIGN,MCRASSIGN,COMMERCIAL,InsurancePlan
TRI:104143,TRI,104143,AETNA POS,POS,AETNA,InsurancePlan
RADS:104149,RADS,104149,UNITED HMO,HMO,UNITED,InsurancePlan
GRH:104153,GRH,104153,MOLINA MCRASSIGN,MCRASSIGN,MOLINA,InsurancePlan
TRI:104154,TRI,104154,HUMANA MCRASSIGN,MCRASSIGN,HUMANA,InsurancePlan
RADR:104162,RADR,104162,AETNA INDEMNITY,INDEMNITY,AETNA,InsurancePlan
RADS2:104171,RADS2,104171,AETNA TPA,TPA,AETNA,InsurancePlan
RADQ:104177,RADQ,104177,MEDICAID MCRASSIGN,MCRASSIGN,MEDICAID,InsurancePlan
NRAA:104178,NRAA,104178,BCBS PPO,PPO,BCBS,InsurancePlan
CIRPA:104185,CIRPA,104185,UNITED HMO,HMO,UNITED,InsurancePlan
RADJ:104191,RADJ,104191,MEDICARE INDEMNITY,INDEMNITY,MEDICARE,InsurancePlan
TRI:104193,TRI,104193,OSCAR EPO,EPO,OSCAR,InsurancePlan
RADS:104196,RADS,104196,AETNA HDHP,HDHP,AETNA,InsurancePlan
MRB:104198,MRB,104198,MAGELLAN EPO,EPO,MAGELLAN,InsurancePlan
RASFA:104200,RASFA,104200,AETNA COMM,COMM,AETNA,InsurancePlan
GRH:104205,GRH,104205,BCBS COMM,COMM,BCBS,InsurancePlan
RADU:104209,RADU,104209,MEDICARE INDEMNITY,INDEMNITY,MEDICARE,InsurancePlan
RADZ:104210,RADZ,104210,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
CRC:104215,CRC,104215,HUMANA COMM,COMM,HUMANA,InsurancePlan
RADR:104220,RADR,104220,TRICARE INDEMNITY,INDEMNITY,TRICARE,InsurancePlan
GRH:104222,GRH,104222,CENTENE INDEMNITY,INDEMNITY,CENTENE,InsurancePlan
RADG:104227,RADG,104227,COMMERCIAL PPO,PPO,COMMERCIAL,InsurancePlan
PMR:104236,PMR,104236,HUMANA COMM,COMM,HUMANA,InsurancePlan
RADS2:104243,RADS2,104243,COMMERCIAL PPO,PPO,COMMERCIAL,InsurancePlan
GRH:104247,GRH,104247,COMMERCIAL HDHP,HDHP,COMMERCIAL,InsurancePlan
RADM:104248,RADM,104248,CIGNA HMO,HMO,CIGNA,InsurancePlan
RADO:104252,RADO,104252,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
RADG:104260,RADG,104260,UNITED PPO,PPO,UNITED,InsurancePlan
PXP:104265,PXP,104265,AETNA MCRASSIGN,MCRASSIGN,AETNA,InsurancePlan
RADD:104274,RADD,104274,MEDICARE MCDASSIGN,MCDASSIGN,MEDICARE,InsurancePlan
RADC:104281,RADC,104281,UNITED TPA,TPA,UNITED,InsurancePlan
RADK:104287,RADK,104287,MEDICARE POS,POS,MEDICARE,InsurancePlan
RADA:104288,RADA,104288,MEDICARE PPO,PPO,MEDICARE,InsurancePlan
PXP:104294,PXP,104294,HUMANA MCDASSIGN,MCDASSIGN,HUMANA,InsurancePlan
RADS:104296,RADS,104296,MEDICAID MCDASSIGN,MCDASSIGN,MEDICAID,InsurancePlan
SAPA:104305,SAPA,104305,COMMERCIAL HDHP,HDHP,COMMERCIAL,InsurancePlan
RADD:104314,RADD,104314,MEDICARE PPO,PPO,MEDICARE,InsurancePlan
PXP:104316,PXP,104316,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
SAPA:104322,SAPA,104322,OSCAR POS,POS,OSCAR,InsurancePlan
TRI:104330,TRI,104330,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
RADH:104337,RADH,104337,UNITED EPO,EPO,UNITED,InsurancePlan
RADU:104345,RADU,104345,CIGNA HDHP,HDHP,CIGNA,InsurancePlan
GRH:104353,GRH,104353,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
ESR:104354,ESR,104354,AETNA EPO,EPO,AETNA,InsurancePlan
CRC:104362,CRC,104362,BCBS EPO,EPO,BCBS,InsurancePlan
RADN:104364,RADN,104364,AETNA INDEMNITY,INDEMNITY,AETNA,InsurancePlan
RADP:104370,RADP,104370,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
RASFA:104371,RASFA,104371,MEDICARE COMM,COMM,MEDICARE,InsurancePlan
NRA:104375,NRA,104375,UNITED HMO,HMO,UNITED,InsurancePlan
GSIA:104377,GSIA,104377,BCBS HDHP,HDHP,BCBS,InsurancePlan
RADI:104380,RADI,104380,COMMERCIAL HDHP,HDHP,COMMERCIAL,InsurancePlan
SAPA:104383,SAPA,104383,MEDICAID PPO,PPO,MEDICAID,InsurancePlan
ACR:104387,ACR,104387,AETNA COMM,COMM,AETNA,InsurancePlan
RADE:104391,RADE,104391,MOLINA COMM,COMM,MOLINA,InsurancePlan
RADF:104400,RADF,104400,HUMANA EPO,EPO,HUMANA,InsurancePlan
SMED:104402,SMED,104402,MEDICARE TPA,TPA,MEDICARE,InsurancePlan
ACRB:104408,ACRB,104408,TRICARE TPA,TPA,TRICARE,InsurancePlan
IAI:104414,IAI,104414,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
CRC:104419,CRC,104419,MEDICARE EPO,EPO,MEDICARE,InsurancePlan
ACRB:104427,ACRB,104427,AETNA EPO,EPO,AETNA,InsurancePlan
RADN:104434,RADN,104434,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
RADJ:104438,RADJ,104438,AETNA TPA,TPA,AETNA,InsurancePlan
ESR:104439,ESR,104439,AETNA HDHP,HDHP,AETNA,InsurancePlan
GSIA:104448,GSIA,104448,MEDICARE EPO,EPO,MEDICARE,InsurancePlan
RADU:104454,RADU,104454,MEDICARE MCRASSIGN,MCRASSIGN,MEDICARE,InsurancePlan
ACR:104459,ACR,104459,CIGNA MCRASSIGN,MCRASSIGN,CIGNA,InsurancePlan
RADD:104461,RADD,104461,AMBETTER MCRASSIGN,MCRASSIGN,AMBETTER,InsurancePlan
NRA:104469,NRA,104469,CIGNA MCDASSIGN,MCDASSIGN,CIGNA,InsurancePlan
RADP:104476,RADP,104476,BCBS POS,POS,BCBS,InsurancePlan
RADS2:104484,RADS2,104484,MEDICARE PPO,PPO,MEDICARE,InsurancePlan
RADM:104492,RADM,104492,UNITED COMM,COMM,UNITED,InsurancePlan
RADQ:104494,RADQ,104494,CIGNA POS,POS,CIGNA,InsurancePlan
TRI:104497,TRI,104497,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
RADF:104501,RADF,104501,BCBS TPA,TPA,BCBS,InsurancePlan
RADS:104505,RADS,104505,TRICARE TPA,TPA,TRICARE,InsurancePlan
MRB:104506,MRB,104506,MEDICARE MCDASSIGN,MCDASSIGN,MEDICARE,InsurancePlan
RADQ:104508,RADQ,104508,HUMANA COMM,COMM,HUMANA,InsurancePlan
RADA:104516,RADA,104516,CIGNA PPO,PPO,CIGNA,InsurancePlan
RADS2:104517,RADS2,104517,TRICARE EPO,EPO,TRICARE,InsurancePlan
RADX:104523,RADX,104523,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
ACRB:104530,ACRB,104530,TRICARE POS,POS,TRICARE,InsurancePlan
SMED:104538,SMED,104538,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
PXP:104545,PXP,104545,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
RADC:104552,RADC,104552,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
RADE:104555,RADE,104555,BRIGHT HEALTH COMM,COMM,BRIGHT HEALTH,InsurancePlan
PXP:104557,PXP,104557,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
GSIA:104561,GSIA,104561,UNITED MCRASSIGN,MCRASSIGN,UNITED,InsurancePlan
RADI:104567,RADI,104567,BCBS HMO,HMO,BCBS,InsurancePlan
RADO:104573,RADO,104573,CIGNA COMM,COMM,CIGNA,InsurancePlan
PMR:104579,PMR,104579,COMMERCIAL TPA,TPA,COMMERCIAL,InsurancePlan
RADJ:104585,RADJ,104585,COMMERCIAL MCRASSIGN,MCRASSIGN,COMMERCIAL,InsurancePlan
PXP:104591,PXP,104591,CIGNA MCDASSIGN,MCDASSIGN,CIGNA,InsurancePlan
SMED:104592,SMED,104592,UNITED COMM,COMM,UNITED,InsurancePlan
TRI:104594,TRI,104594,CIGNA MCDASSIGN,MCDASSIGN,CIGNA,InsurancePlan
PMR:104597,PMR,104597,BCBS HMO,HMO,BCBS,InsurancePlan
ESR:104604,ESR,104604,MEDICAID MCRASSIGN,MCRASSIGN,MEDICAID,InsurancePlan
RADA:104609,RADA,104609,COMMERCIAL PPO,PPO,COMMERCIAL,InsurancePlan
RADX:104617,RADX,104617,BRIGHT HEALTH COMM,COMM,BRIGHT HEALTH,InsurancePlan
SAPA:104619,SAPA,104619,HUMANA PPO,PPO,HUMANA,InsurancePlan
WRAD:104627,WRAD,104627,HUMANA EPO,EPO,HUMANA,InsurancePlan
PXP:104629,PXP,104629,AETNA INDEMNITY,INDEMNITY,AETNA,InsurancePlan
RADT:104630,RADT,104630,AETNA COMM,COMM,AETNA,InsurancePlan
RADD:104634,RADD,104634,UNITED INDEMNITY,INDEMNITY,UNITED,InsurancePlan
MRB:104639,MRB,104639,AETNA TPA,TPA,AETNA,InsurancePlan
NRA:104643,NRA,104643,MEDICAID MCRASSIGN,MCRASSIGN,MEDICAID,InsurancePlan
RADY:104652,RADY,104652,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
RADM:104656,RADM,104656,TRICARE PPO,PPO,TRICARE,InsurancePlan
RADQ:104660,RADQ,104660,AETNA PPO,PPO,AETNA,InsurancePlan
RADD:104663,RADD,104663,MOLINA HDHP,HDHP,MOLINA,InsurancePlan
RADG:104670,RADG,104670,MEDICARE EPO,EPO,MEDICARE,InsurancePlan
