:START_ID(RCCall),:END_ID(Campaign),:TYPE
593000001147,IAI,PART_OF_CAMPAIGN
593000001148,ACR,PART_OF_CAMPAIGN
593000001149,SAPA,PART_OF_CAMPAIGN
593000001150,MRB,PART_OF_CAMPAIGN
593000001151,NRA,PART_OF_CAMPAIGN
593000001152,NRA,PART_OF_CAMPAIGN
593000001153,SAPA,PART_OF_CAMPAIGN
593000001154,TRI,PART_OF_CAMPAIGN
593000001155,CRC,PART_OF_CAMPAIGN
593000001156,GRH,PART_OF_CAMPAIGN
593000001157,ACR,PART_OF_CAMPAIGN
593000001158,ACR,PART_OF_CAMPAIGN
593000001159,SAPA,PART_OF_CAMPAIGN
593000001160,PMR,PART_OF_CAMPAIGN
593000001161,ACRB,PART_OF_CAMPAIGN
593000001162,MRB,PART_OF_CAMPAIGN
593000001163,PMR,PART_OF_CAMPAIGN
593000001164,ESR,PART_OF_CAMPAIGN
593000001165,ACR,PART_OF_CAMPAIGN
593000001166,CRC,PART_OF_CAMPAIGN
593000001167,MRB,PART_OF_CAMPAIGN
593000001168,PXP,PART_OF_CAMPAIGN
593000001169,GSIA,PART_OF_CAMPAIGN
593000001170,PXP,PART_OF_CAMPAIGN
593000001171,SAPA,PART_OF_CAMPAIGN
593000001172,ACR,PART_OF_CAMPAIGN
593000001173,SMED,PART_OF_CAMPAIGN
593000001174,IAI,PART_OF_CAMPAIGN
593000001175,GRH,PART_OF_CAMPAIGN
593000001176,PXP,PART_OF_CAMPAIGN
593000001177,SAPA,PART_OF_CAMPAIGN
593000001178,GRH,PART_OF_CAMPAIGN
593000001179,GSIA,PART_OF_CAMPAIGN
593000001180,MRB,PART_OF_CAMPAIGN
593000001181,ACRB,PART_OF_CAMPAIGN
593000001182,ACR,PART_OF_CAMPAIGN
593000001183,PMR,PART_OF_CAMPAIGN
593000001184,PMR,PART_OF_CAMPAIGN
593000001185,PXP,PART_OF_CAMPAIGN
593000001186,RASFA,PART_OF_CAMPAIGN
593000001187,NRA,PART_OF_CAMPAIGN
593000001188,ACRB,PART_OF_CAMPAIGN
593000001189,ACRB,PART_OF_CAMPAIGN
593000001190,IAI,PART_OF_CAMPAIGN
593000001191,PMR,PART_OF_CAMPAIGN
593000001192,GSIA,PART_OF_CAMPAIGN
593000001193,PXP,PART_OF_CAMPAIGN
593000001194,MRB,PART_OF_CAMPAIGN
593000001195,PMR,PART_OF_CAMPAIGN
593000001196,SAPA,PART_OF_CAMPAIGN
593000001197,NRA,PART_OF_CAMPAIGN
593000001198,IAI,PART_OF_CAMPAIGN
593000001199,NRAA,PART_OF_CAMPAIGN
593000001200,GRH,PART_OF_CAMPAIGN
593000001201,GSIA,PART_OF_CAMPAIGN
593000001202,TRI,PART_OF_CAMPAIGN
593000001203,ESR,PART_OF_CAMPAIGN
593000001204,NRA,PART_OF_CAMPAIGN
593000001205,PMR,PART_OF_CAMPAIGN
593000001206,MRB,PART_OF_CAMPAIGN
593000001207,NRA,PART_OF_CAMPAIGN
593000001208,SAPA,PART_OF_CAMPAIGN
593000001209,SAPA,PART_OF_CAMPAIGN
593000001210,TRI,PART_OF_CAMPAIGN
593000001211,SMED,PART_OF_CAMPAIGN
593000001212,PXP,PART_OF_CAMPAIGN
593000001213,TRI,PART_OF_CAMPAIGN
593000001214,NRA,PART_OF_CAMPAIGN
593000001215,NRA,PART_OF_CAMPAIGN
593000001216,IAI,PART_OF_CAMPAIGN
593000001217,PMR,PART_OF_CAMPAIGN
593000001218,SMED,PART_OF_CAMPAIGN
593000001219,PXP,PART_OF_CAMPAIGN
593000001220,GRH,PART_OF_CAMPAIGN
593000001221,NRAA,PART_OF_CAMPAIGN
593000001222,CRC,PART_OF_CAMPAIGN
593000001223,ACRB,PART_OF_CAMPAIGN
593000001224,SAPA,PART_OF_CAMPAIGN
593000001225,GRH,PART_OF_CAMPAIGN
593000001226,GRH,PART_OF_CAMPAIGN
593000001227,PMR,PART_OF_CAMPAIGN
593000001228,IAI,PART_OF_CAMPAIGN
593000001229,PMR,PART_OF_CAMPAIGN
593000001230,GRH,PART_OF_CAMPAIGN
593000001231,PMR,PART_OF_CAMPAIGN
593000001232,NRAA,PART_OF_CAMPAIGN
593000001233,NRAA,PART_OF_CAMPAIGN
593000001234,TRI,PART_OF_CAMPAIGN
593000001235,RASFA,PART_OF_CAMPAIGN
593000001236,GRH,PART_OF_CAMPAIGN
593000001237,SAPA,PART_OF_CAMPAIGN
593000001238,MRB,PART_OF_CAMPAIGN
593000001239,SMED,PART_OF_CAMPAIGN
593000001240,ACRB,PART_OF_CAMPAIGN
593000001241,PXP,PART_OF_CAMPAIGN
593000001242,MRB,PART_OF_CAMPAIGN
593000001243,NRAA,PART_OF_CAMPAIGN
593000001244,ACRB,PART_OF_CAMPAIGN
593000001245,IAI,PART_OF_CAMPAIGN
593000001246,ESR,PART_OF_CAMPAIGN
593000001247,ACRB,PART_OF_CAMPAIGN
593000001248,SAPA,PART_OF_CAMPAIGN
593000001249,ACRB,PART_OF_CAMPAIGN
593000001250,TRI,PART_OF_CAMPAIGN
593000001251,NRAA,PART_OF_CAMPAIGN
593000001252,NRAA,PART_OF_CAMPAIGN
593000001253,CRC,PART_OF_CAMPAIGN
593000001254,GRH,PART_OF_CAMPAIGN
593000001255,TRI,PART_OF_CAMPAIGN
593000001256,PXP,PART_OF_CAMPAIGN
593000001257,PXP,PART_OF_CAMPAIGN
593000001258,ACR,PART_OF_CAMPAIGN
593000001259,PXP,PART_OF_CAMPAIGN
593000001260,IAI,PART_OF_CAMPAIGN
593000001261,RASFA,PART_OF_CAMPAIGN
593000001262,ESR,PART_OF_CAMPAIGN
593000001263,SAPA,PART_OF_CAMPAIGN
593000001264,SAPA,PART_OF_CAMPAIGN
593000001265,GRH,PART_OF_CAMPAIGN
593000001266,MRB,PART_OF_CAMPAIGN
593000001267,NRA,PART_OF_CAMPAIGN
593000001268,SMED,PART_OF_CAMPAIGN
593000001269,GRH,PART_OF_CAMPAIGN
593000001270,ACR,PART_OF_CAMPAIGN
593000001271,TRI,PART_OF_CAMPAIGN
593000001272,NRA,PART_OF_CAMPAIGN
593000001273,ACRB,PART_OF_CAMPAIGN
593000001274,IAI,PART_OF_CAMPAIGN
593000001275,SAPA,PART_OF_CAMPAIGN
593000001276,CRC,PART_OF_CAMPAIGN
593000001277,SMED,PART_OF_CAMPAIGN
593000001278,NRA,PART_OF_CAMPAIGN
593000001279,ESR,PART_OF_CAMPAIGN
593000001280,SAPA,PART_OF_CAMPAIGN
593000001281,TRI,PART_OF_CAMPAIGN
593000001282,IAI,PART_OF_CAMPAIGN
593000001283,PMR,PART_OF_CAMPAIGN
593000001284,ACRB,PART_OF_CAMPAIGN
593000001285,IAI,PART_OF_CAMPAIGN
593000001286,TRI,PART_OF_CAMPAIGN
593000001287,NRA,PART_OF_CAMPAIGN
593000001288,NRAA,PART_OF_CAMPAIGN
593000001289,GSIA,PART_OF_CAMPAIGN
593000001290,ACR,PART_OF_CAMPAIGN
593000001291,PMR,PART_OF_CAMPAIGN
593000001292,PMR,PART_OF_CAMPAIGN
593000001293,MRB,PART_OF_CAMPAIGN
593000001294,CRC,PART_OF_CAMPAIGN
593000001295,RASFA,PART_OF_CAMPAIGN
593000001296,PMR,PART_OF_CAMPAIGN
593000001297,PXP,PART_OF_CAMPAIGN
593000001298,ACR,PART_OF_CAMPAIGN
593000001299,SAPA,PART_OF_CAMPAIGN
593000001300,ACR,PART_OF_CAMPAIGN
593000001301,ACRB,PART_OF_CAMPAIGN
593000001302,PMR,PART_OF_CAMPAIGN
593000001303,ACRB,PART_OF_CAMPAIGN
593000001304,GSIA,PART_OF_CAMPAIGN
593000001305,NRA,PART_OF_CAMPAIGN
593000001306,RASFA,PART_OF_CAMPAIGN
593000001307,PXP,PART_OF_CAMPAIGN
593000001308,SMED,PART_OF_CAMPAIGN
593000001309,SAPA,PART_OF_CAMPAIGN
593000001310,SAPA,PART_OF_CAMPAIGN
593000001311,TRI,PART_OF_CAMPAIGN
593000001312,GSIA,PART_OF_CAMPAIGN
593000001313,PMR,PART_OF_CAMPAIGN
593000001314,GSIA,PART_OF_CAMPAIGN
593000001315,MRB,PART_OF_CAMPAIGN
593000001316,IAI,PART_OF_CAMPAIGN
593000001317,NRAA,PART_OF_CAMPAIGN
593000001318,CRC,PART_OF_CAMPAIGN
593000001319,GSIA,PART_OF_CAMPAIGN
593000001320,RASFA,PART_OF_CAMPAIGN
593000001321,TRI,PART_OF_CAMPAIGN
593000001322,NRAA,PART_OF_CAMPAIGN
593000001323,PMR,PART_OF_CAMPAIGN
593000001324,ACR,PART_OF_CAMPAIGN
593000001325,GRH,PART_OF_CAMPAIGN
593000001326,SAPA,PART_OF_CAMPAIGN
593000001327,RASFA,PART_OF_CAMPAIGN
593000001328,NRAA,PART_OF_CAMPAIGN
593000001329,NRA,PART_OF_CAMPAIGN
593000001330,PXP,PART_OF_CAMPAIGN
593000001331,NRA,PART_OF_CAMPAIGN
593000001332,NRA,PART_OF_CAMPAIGN
593000001333,PXP,PART_OF_CAMPAIGN
593000001334,TRI,PART_OF_CAMPAIGN
593000001335,PMR,PART_OF_CAMPAIGN
593000001336,SAPA,PART_OF_CAMPAIGN
593000001337,PXP,PART_OF_CAMPAIGN
593000001338,IAI,PART_OF_CAMPAIGN
593000001339,IAI,PART_OF_CAMPAIGN
593000001340,SAPA,PART_OF_CAMPAIGN
593000001341,SAPA,PART_OF_CAMPAIGN
593000001342,MRB,PART_OF_CAMPAIGN
593000001343,RASFA,PART_OF_CAMPAIGN
593000001344,PXP,PART_OF_CAMPAIGN
593000001345,RASFA,PART_OF_CAMPAIGN
593000001346,ESR,PART_OF_CAMPAIGN
593000001347,GRH,PART_OF_CAMPAIGN
593000001348,NRAA,PART_OF_CAMPAIGN
593000001349,GSIA,PART_OF_CAMPAIGN
593000001350,IAI,PART_OF_CAMPAIGN
593000001351,ESR,PART_OF_CAMPAIGN
593000001352,IAI,PART_OF_CAMPAIGN
593000001353,NRA,PART_OF_CAMPAIGN
593000001354,RASFA,PART_OF_CAMPAIGN
593000001355,SMED,PART_OF_CAMPAIGN
593000001356,RASFA,PART_OF_CAMPAIGN
593000001357,PMR,PART_OF_CAMPAIGN
593000001358,SAPA,PART_OF_CAMPAIGN
593000001359,GRH,PART_OF_CAMPAIGN
593000001360,PXP,PART_OF_CAMPAIGN
593000001361,RASFA,PART_OF_CAMPAIGN
593000001362,ACRB,PART_OF_CAMPAIGN
593000001363,SMED,PART_OF_CAMPAIGN
593000001364,PMR,PART_OF_CAMPAIGN
593000001365,PXP,PART_OF_CAMPAIGN
593000001366,ESR,PART_OF_CAMPAIGN
593000001367,IAI,PART_OF_CAMPAIGN
593000001368,TRI,PART_OF_CAMPAIGN
593000001369,SMED,PART_OF_CAMPAIGN
593000001370,PMR,PART_OF_CAMPAIGN
593000001371,RASFA,PART_OF_CAMPAIGN
593000001372,SAPA,PART_OF_CAMPAIGN
593000001373,NRAA,PART_OF_CAMPAIGN
593000001374,SAPA,PART_OF_CAMPAIGN
593000001375,RASFA,PART_OF_CAMPAIGN
593000001376,PMR,PART_OF_CAMPAIGN
593000001377,PXP,PART_OF_CAMPAIGN
593000001378,CRC,PART_OF_CAMPAIGN
593000001379,RASFA,PART_OF_CAMPAIGN
593000001380,GRH,PART_OF_CAMPAIGN
593000001381,TRI,PART_OF_CAMPAIGN
593000001382,MRB,PART_OF_CAMPAIGN
593000001383,CRC,PART_OF_CAMPAIGN
593000001384,ACRB,PART_OF_CAMPAIGN
593000001385,PXP,PART_OF_CAMPAIGN
593000001386,GRH,PART_OF_CAMPAIGN
593000001387,ACR,PART_OF_CAMPAIGN
593000001388,NRA,PART_OF_CAMPAIGN
593000001389,CRC,PART_OF_CAMPAIGN
593000001390,ACRB,PART_OF_CAMPAIGN
593000001391,PMR,PART_OF_CAMPAIGN
593000001392,SAPA,PART_OF_CAMPAIGN
593000001393,PXP,PART_OF_CAMPAIGN
593000001394,NRA,PART_OF_CAMPAIGN
593000001395,NRA,PART_OF_CAMPAIGN
593000001396,ACRB,PART_OF_CAMPAIGN
593000001397,TRI,PART_OF_CAMPAIGN
593000001398,SAPA,PART_OF_CAMPAIGN
593000001399,NRAA,PART_OF_CAMPAIGN
593000001400,TRI,PART_OF_CAMPAIGN
593000001401,MRB,PART_OF_CAMPAIGN
593000001402,TRI,PART_OF_CAMPAIGN
593000001403,GRH,PART_OF_CAMPAIGN
593000001404,RASFA,PART_OF_CAMPAIGN
593000001405,GRH,PART_OF_CAMPAIGN
593000001406,PMR,PART_OF_CAMPAIGN
593000001407,IAI,PART_OF_CAMPAIGN
593000001408,PMR,PART_OF_CAMPAIGN
593000001409,IAI,PART_OF_CAMPAIGN
593000001410,PXP,PART_OF_CAMPAIGN
593000001411,CRC,PART_OF_CAMPAIGN
593000001412,NRA,PART_OF_CAMPAIGN
593000001413,IAI,PART_OF_CAMPAIGN
593000001414,PMR,PART_OF_CAMPAIGN
593000001415,ACRB,PART_OF_CAMPAIGN
593000001416,RASFA,PART_OF_CAMPAIGN
593000001417,MRB,PART_OF_CAMPAIGN
593000001418,SAPA,PART_OF_CAMPAIGN
593000001419,SAPA,PART_OF_CAMPAIGN
593000001420,ACR,PART_OF_CAMPAIGN
593000001421,CRC,PART_OF_CAMPAIGN
593000001422,GSIA,PART_OF_CAMPAIGN
593000001423,GRH,PART_OF_CAMPAIGN
593000001424,IAI,PART_OF_CAMPAIGN
593000001425,NRAA,PART_OF_CAMPAIGN
593000001426,RASFA,PART_OF_CAMPAIGN
593000001427,ACRB,PART_OF_CAMPAIGN
593000001428,SAPA,PART_OF_CAMPAIGN
593000001429,ACRB,PART_OF_CAMPAIGN
593000001430,NRAA,PART_OF_CAMPAIGN
593000001431,GSIA,PART_OF_CAMPAIGN
593000001432,ESR,PART_OF_CAMPAIGN
593000001433,IAI,PART_OF_CAMPAIGN
593000001434,SMED,PART_OF_CAMPAIGN
593000001435,GSIA,PART_OF_CAMPAIGN
593000001436,ACRB,PART_OF_CAMPAIGN
593000001437,SAPA,PART_OF_CAMPAIGN
593000001438,ACR,PART_OF_CAMPAIGN
593000001439,MRB,PART_OF_CAMPAIGN
593000001440,ACR,PART_OF_CAMPAIGN
593000001441,PXP,PART_OF_CAMPAIGN
593000001442,SMED,PART_OF_CAMPAIGN
593000001443,IAI,PART_OF_CAMPAIGN
593000001444,ESR,PART_OF_CAMPAIGN
593000001445,SMED,PART_OF_CAMPAIGN
593000001446,SMED,PART_OF_CAMPAIGN
593000001447,TRI,PART_OF_CAMPAIGN
593000001448,SAPA,PART_OF_CAMPAIGN
593000001449,CRC,PART_OF_CAMPAIGN
593000001450,SAPA,PART_OF_CAMPAIGN
593000001451,PMR,PART_OF_CAMPAIGN
593000001452,NRAA,PART_OF_CAMPAIGN
593000001453,NRA,PART_OF_CAMPAIGN
593000001454,NRA,PART_OF_CAMPAIGN
593000001455,SMED,PART_OF_CAMPAIGN
593000001456,NRA,PART_OF_CAMPAIGN
593000001457,CRC,PART_OF_CAMPAIGN
593000001458,ESR,PART_OF_CAMPAIGN
593000001459,SAPA,PART_OF_CAMPAIGN
593000001460,NRAA,PART_OF_CAMPAIGN
593000001461,ACRB,PART_OF_CAMPAIGN
593000001462,RASFA,PART_OF_CAMPAIGN
593000001463,NRA,PART_OF_CAMPAIGN
593000001464,GRH,PART_OF_CAMPAIGN
593000001465,TRI,PART_OF_CAMPAIGN
593000001466,ESR,PART_OF_CAMPAIGN
593000001467,SAPA,PART_OF_CAMPAIGN
593000001468,NRAA,PART_OF_CAMPAIGN
593000001469,ESR,PART_OF_CAMPAIGN
593000001470,NRA,PART_OF_CAMPAIGN
593000001471,RASFA,PART_OF_CAMPAIGN
593000001472,ACR,PART_OF_CAMPAIGN
593000001473,GSIA,PART_OF_CAMPAIGN
593000001474,NRA,PART_OF_CAMPAIGN
593000001475,GRH,PART_OF_CAMPAIGN
593000001476,SMED,PART_OF_CAMPAIGN
593000001477,NRA,PART_OF_CAMPAIGN
593000001478,SAPA,PART_OF_CAMPAIGN
593000001479,NRAA,PART_OF_CAMPAIGN
593000001480,CRC,PART_OF_CAMPAIGN
593000001481,ESR,PART_OF_CAMPAIGN
593000001482,PXP,PART_OF_CAMPAIGN
593000001483,IAI,PART_OF_CAMPAIGN
593000001484,SAPA,PART_OF_CAMPAIGN
593000001485,PMR,PART_OF_CAMPAIGN
593000001486,ACRB,PART_OF_CAMPAIGN
593000001487,ESR,PART_OF_CAMPAIGN
593000001488,NRA,PART_OF_CAMPAIGN
593000001489,ACR,PART_OF_CAMPAIGN
593000001490,ACR,PART_OF_CAMPAIGN
593000001491,NRA,PART_OF_CAMPAIGN
593000001492,NRAA,PART_OF_CAMPAIGN
593000001493,GSIA,PART_OF_CAMPAIGN
593000001494,PMR,PART_OF_CAMPAIGN
593000001495,ESR,PART_OF_CAMPAIGN
593000001496,GSIA,PART_OF_CAMPAIGN
593000001497,GRH,PART_OF_CAMPAIGN
593000001498,PMR,PART_OF_CAMPAIGN
593000001499,ACR,PART_OF_CAMPAIGN
593000001500,IAI,PART_OF_CAMPAIGN
593000001501,IAI,PART_OF_CAMPAIGN
593000001502,RASFA,PART_OF_CAMPAIGN
593000001503,IAI,PART_OF_CAMPAIGN
593000001504,GRH,PART_OF_CAMPAIGN
593000001505,TRI,PART_OF_CAMPAIGN
593000001506,NRA,PART_OF_CAMPAIGN
593000001507,TRI,PART_OF_CAMPAIGN
593000001508,MRB,PART_OF_CAMPAIGN
593000001509,CRC,PART_OF_CAMPAIGN
593000001510,CRC,PART_OF_CAMPAIGN
593000001511,SMED,PART_OF_CAMPAIGN
593000001512,IAI,PART_OF_CAMPAIGN
593000001513,ACRB,PART_OF_CAMPAIGN
593000001514,GRH,PART_OF_CAMPAIGN
593000001515,TRI,PART_OF_CAMPAIGN
593000001516,GRH,PART_OF_CAMPAIGN
593000001517,PXP,PART_OF_CAMPAIGN
593000001518,NRAA,PART_OF_CAMPAIGN
593000001519,ESR,PART_OF_CAMPAIGN
593000001520,IAI,PART_OF_CAMPAIGN
593000001521,NRAA,PART_OF_CAMPAIGN
593000001522,ACRB,PART_OF_CAMPAIGN
593000001523,ACRB,PART_OF_CAMPAIGN
593000001524,CRC,PART_OF_CAMPAIGN
593000001525,TRI,PART_OF_CAMPAIGN
593000001526,IAI,PART_OF_CAMPAIGN
593000001527,SAPA,PART_OF_CAMPAIGN
593000001528,RASFA,PART_OF_CAMPAIGN
593000001529,PMR,PART_OF_CAMPAIGN
593000001530,RASFA,PART_OF_CAMPAIGN
593000001531,MRB,PART_OF_CAMPAIGN
593000001532,NRA,PART_OF_CAMPAIGN
593000001533,PXP,PART_OF_CAMPAIGN
593000001534,NRAA,PART_OF_CAMPAIGN
593000001535,IAI,PART_OF_CAMPAIGN
593000001536,CRC,PART_OF_CAMPAIGN
593000001537,MRB,PART_OF_CAMPAIGN
593000001538,ACR,PART_OF_CAMPAIGN
593000001539,CRC,PART_OF_CAMPAIGN
593000001540,CRC,PART_OF_CAMPAIGN
593000001541,GSIA,PART_OF_CAMPAIGN
593000001542,ESR,PART_OF_CAMPAIGN
593000001543,TRI,PART_OF_CAMPAIGN
593000001544,IAI,PART_OF_CAMPAIGN
593000001545,ACRB,PART_OF_CAMPAIGN
593000001546,GRH,PART_OF_CAMPAIGN
593000001547,NRA,PART_OF_CAMPAIGN
593000001548,IAI,PART_OF_CAMPAIGN
593000001549,PXP,PART_OF_CAMPAIGN
593000001550,ESR,PART_OF_CAMPAIGN
593000001551,TRI,PART_OF_CAMPAIGN
593000001552,RASFA,PART_OF_CAMPAIGN
593000001553,RASFA,PART_OF_CAMPAIGN
593000001554,GRH,PART_OF_CAMPAIGN
593000001555,CRC,PART_OF_CAMPAIGN
593000001556,IAI,PART_OF_CAMPAIGN
593000001557,ACR,PART_OF_CAMPAIGN
593000001558,PXP,PART_OF_CAMPAIGN
593000001559,CRC,PART_OF_CAMPAIGN
593000001560,PMR,PART_OF_CAMPAIGN
593000001561,SAPA,PART_OF_CAMPAIGN
593000001562,ESR,PART_OF_CAMPAIGN
593000001563,CRC,PART_OF_CAMPAIGN
593000001564,ESR,PART_OF_CAMPAIGN
593000001565,GRH,PART_OF_CAMPAIGN
593000001566,IAI,PART_OF_CAMPAIGN
593000001567,NRAA,PART_OF_CAMPAIGN
593000001568,SAPA,PART_OF_CAMPAIGN
593000001569,ACR,PART_OF_CAMPAIGN
593000001570,SAPA,PART_OF_CAMPAIGN
593000001571,SAPA,PART_OF_CAMPAIGN
593000001572,ACRB,PART_OF_CAMPAIGN
593000001573,PMR,PART_OF_CAMPAIGN
593000001574,PMR,PART_OF_CAMPAIGN
593000001575,PMR,PART_OF_CAMPAIGN
593000001576,ACRB,PART_OF_CAMPAIGN
593000001577,ACR,PART_OF_CAMPAIGN
593000001578,ESR,PART_OF_CAMPAIGN
593000001579,GSIA,PART_OF_CAMPAIGN
593000001580,ACRB,PART_OF_CAMPAIGN
593000001581,ESR,PART_OF_CAMPAIGN
593000001582,GRH,PART_OF_CAMPAIGN
593000001583,GRH,PART_OF_CAMPAIGN
593000001584,ESR,PART_OF_CAMPAIGN
593000001585,PMR,PART_OF_CAMPAIGN
593000001586,SAPA,PART_OF_CAMPAIGN
593000001587,MRB,PART_OF_CAMPAIGN
593000001588,ESR,PART_OF_CAMPAIGN
593000001589,SAPA,PART_OF_CAMPAIGN
593000001590,GSIA,PART_OF_CAMPAIGN
593000001591,PXP,PART_OF_CAMPAIGN
593000001592,GSIA,PART_OF_CAMPAIGN
593000001593,ACR,PART_OF_CAMPAIGN
593000001594,NRA,PART_OF_CAMPAIGN
593000001595,ACRB,PART_OF_CAMPAIGN
593000001596,PXP,PART_OF_CAMPAIGN
593000001597,TRI,PART_OF_CAMPAIGN
593000001598,TRI,PART_OF_CAMPAIGN
593000001599,SAPA,PART_OF_CAMPAIGN
593000001600,PMR,PART_OF_CAMPAIGN
593000001601,PMR,PART_OF_CAMPAIGN
593000001602,IAI,PART_OF_CAMPAIGN
593000001603,CRC,PART_OF_CAMPAIGN
593000001604,NRAA,PART_OF_CAMPAIGN
593000001605,PXP,PART_OF_CAMPAIGN
593000001606,GRH,PART_OF_CAMPAIGN
593000001607,PXP,PART_OF_CAMPAIGN
593000001608,MRB,PART_OF_CAMPAIGN
593000001609,SAPA,PART_OF_CAMPAIGN
593000001610,ESR,PART_OF_CAMPAIGN
593000001611,RASFA,PART_OF_CAMPAIGN
593000001612,SAPA,PART_OF_CAMPAIGN
593000001613,GRH,PART_OF_CAMPAIGN
593000001614,GRH,PART_OF_CAMPAIGN
593000001615,CRC,PART_OF_CAMPAIGN
593000001616,TRI,PART_OF_CAMPAIGN
593000001617,ACR,PART_OF_CAMPAIGN
593000001618,SMED,PART_OF_CAMPAIGN
593000001619,ACRB,PART_OF_CAMPAIGN
593000001620,PXP,PART_OF_CAMPAIGN
593000001621,MRB,PART_OF_CAMPAIGN
593000001622,SMED,PART_OF_CAMPAIGN
593000001623,TRI,PART_OF_CAMPAIGN
593000001624,SMED,PART_OF_CAMPAIGN
593000001625,SMED,PART_OF_CAMPAIGN
593000001626,PMR,PART_OF_CAMPAIGN
593000001627,GSIA,PART_OF_CAMPAIGN
593000001628,ACRB,PART_OF_CAMPAIGN
593000001629,CRC,PART_OF_CAMPAIGN
593000001630,ACRB,PART_OF_CAMPAIGN
593000001631,NRA,PART_OF_CAMPAIGN
593000001632,ESR,PART_OF_CAMPAIGN
593000001633,SMED,PART_OF_CAMPAIGN
593000001634,SMED,PART_OF_CAMPAIGN
593000001635,PMR,PART_OF_CAMPAIGN
593000001636,ACRB,PART_OF_CAMPAIGN
593000001637,SMED,PART_OF_CAMPAIGN
593000001638,PMR,PART_OF_CAMPAIGN
593000001639,PMR,PART_OF_CAMPAIGN
593000001640,ACR,PART_OF_CAMPAIGN
593000001641,ACRB,PART_OF_CAMPAIGN
593000001642,IAI,PART_OF_CAMPAIGN
593000001643,NRA,PART_OF_CAMPAIGN
593000001644,SAPA,PART_OF_CAMPAIGN
593000001645,NRA,PART_OF_CAMPAIGN
593000001646,NRA,PART_OF_CAMPAIGN
593000001647,NRA,PART_OF_CAMPAIGN
593000001648,GRH,PART_OF_CAMPAIGN
593000001649,ESR,PART_OF_CAMPAIGN
593000001650,PXP,PART_OF_CAMPAIGN
593000001651,RASFA,PART_OF_CAMPAIGN
593000001652,GRH,PART_OF_CAMPAIGN
593000001653,SAPA,PART_OF_CAMPAIGN
593000001654,RASFA,PART_OF_CAMPAIGN
593000001655,ACR,PART_OF_CAMPAIGN
593000001656,ESR,PART_OF_CAMPAIGN
593000001657,GSIA,PART_OF_CAMPAIGN
593000001658,ACRB,PART_OF_CAMPAIGN
593000001659,GRH,PART_OF_CAMPAIGN
593000001660,GRH,PART_OF_CAMPAIGN
593000001661,GSIA,PART_OF_CAMPAIGN
593000001662,ACR,PART_OF_CAMPAIGN
593000001663,GSIA,PART_OF_CAMPAIGN
593000001664,CRC,PART_OF_CAMPAIGN
593000001665,SMED,PART_OF_CAMPAIGN
593000001666,SMED,PART_OF_CAMPAIGN
593000001667,PMR,PART_OF_CAMPAIGN
593000001668,GRH,PART_OF_CAMPAIGN
593000001669,PMR,PART_OF_CAMPAIGN
593000001670,TRI,PART_OF_CAMPAIGN
593000001671,TRI,PART_OF_CAMPAIGN
593000001672,ACRB,PART_OF_CAMPAIGN
593000001673,NRAA,PART_OF_CAMPAIGN
593000001674,GSIA,PART_OF_CAMPAIGN
593000001675,GSIA,PART_OF_CAMPAIGN
593000001676,GSIA,PART_OF_CAMPAIGN
593000001677,PMR,PART_OF_CAMPAIGN
593000001678,MRB,PART_OF_CAMPAIGN
593000001679,PMR,PART_OF_CAMPAIGN
593000001680,GRH,PART_OF_CAMPAIGN
593000001681,MRB,PART_OF_CAMPAIGN
593000001682,ACRB,PART_OF_CAMPAIGN
593000001683,IAI,PART_OF_CAMPAIGN
593000001684,GSIA,PART_OF_CAMPAIGN
593000001685,MRB,PART_OF_CAMPAIGN
593000001686,ACRB,PART_OF_CAMPAIGN
593000001687,SAPA,PART_OF_CAMPAIGN
593000001688,TRI,PART_OF_CAMPAIGN
593000001689,ACR,PART_OF_CAMPAIGN
593000001690,ACRB,PART_OF_CAMPAIGN
593000001691,ESR,PART_OF_CAMPAIGN
593000001692,GSIA,PART_OF_CAMPAIGN
593000001693,PXP,PART_OF_CAMPAIGN
593000001694,ACR,PART_OF_CAMPAIGN
593000001695,NRAA,PART_OF_CAMPAIGN
593000001696,PMR,PART_OF_CAMPAIGN
593000001697,ESR,PART_OF_CAMPAIGN
593000001698,RASFA,PART_OF_CAMPAIGN
593000001699,PXP,PART_OF_CAMPAIGN
593000001700,GSIA,PART_OF_CAMPAIGN
593000001701,ESR,PART_OF_CAMPAIGN
593000001702,GSIA,PART_OF_CAMPAIGN
593000001703,NRAA,PART_OF_CAMPAIGN
593000001704,PXP,PART_OF_CAMPAIGN
593000001705,PXP,PART_OF_CAMPAIGN
593000001706,TRI,PART_OF_CAMPAIGN
593000001707,RASFA,PART_OF_CAMPAIGN
593000001708,ACRB,PART_OF_CAMPAIGN
593000001709,TRI,PART_OF_CAMPAIGN
593000001710,CRC,PART_OF_CAMPAIGN
593000001711,CRC,PART_OF_CAMPAIGN
593000001712,ACRB,PART_OF_CAMPAIGN
593000001713,NRAA,PART_OF_CAMPAIGN
593000001714,SMED,PART_OF_CAMPAIGN
593000001715,NRA,PART_OF_CAMPAIGN
593000001716,CRC,PART_OF_CAMPAIGN
593000001717,ACRB,PART_OF_CAMPAIGN
593000001718,SAPA,PART_OF_CAMPAIGN
593000001719,MRB,PART_OF_CAMPAIGN
593000001720,PMR,PART_OF_CAMPAIGN
